MaDotBiTich;MaGiaoDan;GhiChu;UpdateDate;MaGiaoXuRieng;DeleteClient
19;2308;;2014-09-16 08:34:24;;0
20;447;;2014-09-16 08:34:24;;0
21;768;;2014-09-16 08:34:24;;0
21;2591;;2014-09-16 08:34:24;;0
22;1426;;2014-09-16 08:34:24;;0
23;197;;2014-09-16 08:34:24;;0
24;2310;;2014-09-16 08:34:24;;0
24;2309;;2014-09-16 08:34:24;;0
25;2579;;2014-09-16 08:34:24;;0
26;2036;;2014-09-16 08:34:24;;0
26;2226;;2014-09-16 08:34:24;;0
27;1705;;2014-09-16 08:34:24;;0
27;1706;;2014-09-16 08:34:24;;0
27;3145;;2014-09-16 08:34:24;;0
28;1915;;2014-09-16 08:34:24;;0
29;1333;;2014-09-16 08:34:24;;0
30;472;;2014-09-16 08:34:24;;0
31;2439;;2014-09-16 08:34:24;;0
29;2566;;2014-09-16 08:34:24;;0
32;2537;;2014-09-16 08:34:24;;0
33;104;;2014-09-16 08:34:24;;0
34;2384;;2014-09-16 08:34:24;;0
35;3669;;2014-09-16 08:34:24;;0
36;359;;2014-09-16 08:34:24;;0
37;942;;2014-09-16 08:34:24;;0
38;2037;;2014-09-16 08:34:24;;0
39;2373;;2014-09-16 08:34:24;;0
35;2588;;2014-09-16 08:34:24;;0
40;3504;;2014-09-16 08:34:24;;0
41;1586;;2014-09-16 08:34:24;;0
42;1413;;2014-09-16 08:34:24;;0
43;1748;;2014-09-16 08:34:24;;0
44;2580;;2014-09-16 08:34:24;;0
45;3701;;2014-09-16 08:34:24;;0
46;943;;2014-09-16 08:34:24;;0
47;565;;2014-09-16 08:34:24;;0
48;1500;;2014-09-16 08:34:24;;0
49;2227;;2014-09-16 08:34:24;;0
50;1972;;2014-09-16 08:34:24;;0
51;3076;;2014-09-16 08:34:24;;0
52;1580;;2014-09-16 08:34:24;;0
53;1701;;2014-09-16 08:34:24;;0
54;1486;;2014-09-16 08:34:24;;0
55;1210;;2014-09-16 08:34:24;;0
56;733;;2014-09-16 08:34:24;;0
57;391;;2014-09-16 08:34:24;;0
58;1956;;2014-09-16 08:34:24;;0
59;1814;;2014-09-16 08:34:24;;0
60;1996;;2014-09-16 08:34:24;;0
61;3318;;2014-09-16 08:34:24;;0
62;1753;;2014-09-16 08:34:24;;0
63;600;;2014-09-16 08:34:24;;0
64;640;;2014-09-16 08:34:24;;0
65;1420;;2014-09-16 08:34:24;;0
66;196;;2014-09-16 08:34:24;;0
67;3804;;2014-09-16 08:34:24;;0
68;2464;;2014-09-16 08:34:24;;0
61;2181;;2014-09-16 08:34:24;;0
69;641;;2014-09-16 08:34:24;;0
70;632;;2014-09-16 08:34:24;;0
71;1111;;2014-09-16 08:34:24;;0
72;734;;2014-09-16 08:34:24;;0
73;141;;2014-09-16 08:34:24;;0
74;1250;;2014-09-16 08:34:24;;0
75;1308;;2014-09-16 08:34:24;;0
76;2829;;2014-09-16 08:34:24;;0
77;1973;;2014-09-16 08:34:24;;0
78;2164;;2014-09-16 08:34:24;;0
79;2117;;2014-09-16 08:34:24;;0
80;2104;;2014-09-16 08:34:24;;0
81;2691;;2014-09-16 08:34:24;;0
82;1762;;2014-09-16 08:34:24;;0
83;2092;;2014-09-16 08:34:24;;0
84;1461;;2014-09-16 08:34:24;;0
85;1068;;2014-09-16 08:34:24;;0
86;1641;;2014-09-16 08:34:24;;0
87;1728;;2014-09-16 08:34:24;;0
88;1040;;2014-09-16 08:34:24;;0
89;1581;;2014-09-16 08:34:24;;0
90;601;;2014-09-16 08:34:24;;0
91;336;;2014-09-16 08:34:24;;0
92;684;;2014-09-16 08:34:24;;0
93;1752;;2014-09-16 08:34:24;;0
2033;4772;;2017-07-29 11:38:55;;0
94;1450;;2014-09-16 08:34:24;;0
95;1278;;2014-09-16 08:34:24;;0
96;371;;2014-09-16 08:34:24;;0
97;7;;2014-09-16 08:34:24;;0
98;2465;;2014-09-16 08:34:24;;0
89;2692;;2014-09-16 08:34:24;;0
99;3702;;2014-09-16 08:34:24;;0
100;4151;;2014-09-16 08:34:24;;0
101;3836;;2014-09-16 08:34:24;;0
102;457;;2014-09-16 08:34:24;;0
103;1202;;2014-09-16 08:34:24;;0
104;344;;2014-09-16 08:34:24;;0
105;661;;2014-09-16 08:34:24;;0
106;8;;2014-09-16 08:34:24;;0
107;91;;2014-09-16 08:34:24;;0
108;392;;2014-09-16 08:34:24;;0
109;142;;2014-09-16 08:34:24;;0
110;1158;;2014-09-16 08:34:24;;0
111;473;;2014-09-16 08:34:24;;0
112;566;;2014-09-16 08:34:24;;0
113;170;;2014-09-16 08:34:24;;0
114;2994;;2014-09-16 08:34:24;;0
115;2060;;2014-09-16 08:34:24;;0
116;2539;;2014-09-16 08:34:24;;0
117;2262;;2014-09-16 08:34:24;;0
103;1957;;2014-09-16 08:34:24;;0
103;2515;;2014-09-16 08:34:24;;0
118;3075;;2014-09-16 08:34:24;;0
119;3828;;2014-09-16 08:34:24;;0
120;4075;;2014-09-16 08:34:24;;0
121;1309;;2014-09-16 08:34:24;;0
122;337;;2014-09-16 08:34:24;;0
123;1304;;2014-09-16 08:34:24;;0
124;1211;;2014-09-16 08:34:24;;0
125;685;;2014-09-16 08:34:24;;0
126;78;;2014-09-16 08:34:24;;0
127;360;;2014-09-16 08:34:24;;0
125;1943;;2014-09-16 08:34:24;;0
128;2105;;2014-09-16 08:34:24;;0
129;2369;;2014-09-16 08:34:24;;0
130;1942;;2014-09-16 08:34:24;;0
131;2468;;2014-09-16 08:34:24;;0
132;3569;;2014-09-16 08:34:24;;0
133;3832;;2014-09-16 08:34:24;;0
134;379;;2014-09-16 08:34:24;;0
135;529;;2014-09-16 08:34:24;;0
136;240;;2014-09-16 08:34:24;;0
137;1251;;2014-09-16 08:34:24;;0
138;45;;2014-09-16 08:34:24;;0
139;1269;;2014-09-16 08:34:24;;0
140;783;;2014-09-16 08:34:24;;0
133;1539;;2014-09-16 08:34:24;;0
141;1845;;2014-09-16 08:34:24;;0
142;2654;;2014-09-16 08:34:24;;0
143;3265;;2014-09-16 08:34:24;;0
144;2386;;2014-09-16 08:34:24;;0
145;2664;;2014-09-16 08:34:24;;0
146;2007;;2014-09-16 08:34:24;;0
147;3568;;2014-09-16 08:34:24;;0
148;4152;;2014-09-16 08:34:24;;0
149;1279;;2014-09-16 08:34:24;;0
150;1334;;2014-09-16 08:34:24;;0
151;1414;;2014-09-16 08:34:24;;0
152;1736;;2014-09-16 08:34:24;;0
153;1168;;2014-09-16 08:34:24;;0
154;1329;;2014-09-16 08:34:24;;0
155;921;;2014-09-16 08:34:24;;0
156;219;;2014-09-16 08:34:24;;0
157;645;;2014-09-16 08:34:24;;0
158;169;;2014-09-16 08:34:24;;0
159;671;;2014-09-16 08:34:24;;0
160;2061;;2014-09-16 08:34:24;;0
161;2076;;2014-09-16 08:34:24;;0
162;2121;;2014-09-16 08:34:24;;0
163;2903;;2014-09-16 08:34:24;;0
164;2206;;2014-09-16 08:34:24;;0
165;1906;;2014-09-16 08:34:24;;0
166;2263;;2014-09-16 08:34:24;;0
167;2811;;2014-09-16 08:34:24;;0
168;1939;;2014-09-16 08:34:24;;0
169;2190;;2014-09-16 08:34:24;;0
170;2509;;2014-09-16 08:34:24;;0
171;1846;;2014-09-16 08:34:24;;0
172;1831;;2014-09-16 08:34:24;;0
173;2601;;2014-09-16 08:34:24;;0
174;3788;;2014-09-16 08:34:24;;0
175;4250;;2014-09-16 08:34:24;;0
176;4076;;2014-09-16 08:34:24;;0
177;288;;2014-09-16 08:34:24;;0
178;558;;2014-09-16 08:34:24;;0
179;2;;2014-09-16 08:34:24;;0
180;1;;2014-09-16 08:34:24;;0
181;380;;2014-09-16 08:34:24;;0
182;213;;2014-09-16 08:34:24;;0
183;1608;;2014-09-16 08:34:24;;0
184;530;;2014-09-16 08:34:24;;0
185;2123;;2014-09-16 08:34:24;;0
186;2385;;2014-09-16 08:34:24;;0
187;2842;;2014-09-16 08:34:24;;0
188;2951;;2014-09-16 08:34:24;;0
189;3027;;2014-09-16 08:34:24;;0
190;2222;;2014-09-16 08:34:24;;0
191;2868;;2014-09-16 08:34:24;;0
192;2880;;2014-09-16 08:34:24;;0
193;2440;;2014-09-16 08:34:24;;0
194;2380;;2014-09-16 08:34:24;;0
195;3826;;2014-09-16 08:34:24;;0
196;3829;;2014-09-16 08:34:24;;0
197;409;;2014-09-16 08:34:24;;0
198;289;;2014-09-16 08:34:24;;0
199;345;;2014-09-16 08:34:24;;0
200;199;;2014-09-16 08:34:24;;0
201;121;;2014-09-16 08:34:24;;0
202;1095;;2014-09-16 08:34:24;;0
203;1188;;2014-09-16 08:34:24;;0
204;773;;2014-09-16 08:34:24;;0
205;546;;2014-09-16 08:34:24;;0
206;1693;;2014-09-16 08:34:24;;0
207;547;;2014-09-16 08:34:24;;0
208;811;;2014-09-16 08:34:24;;0
209;1297;;2014-09-16 08:34:24;;0
210;559;;2014-09-16 08:34:24;;0
211;1634;;2014-09-16 08:34:24;;0
212;1882;;2014-09-16 08:34:24;;0
213;1928;;2014-09-16 08:34:24;;0
214;2764;;2014-09-16 08:34:24;;0
215;3030;;2014-09-16 08:34:24;;0
216;1878;;2014-09-16 08:34:24;;0
217;3454;;2014-09-16 08:34:24;;0
218;2381;;2014-09-16 08:34:24;;0
219;2223;;2014-09-16 08:34:24;;0
220;2851;;2014-09-16 08:34:24;;0
221;1298;;2014-09-16 08:34:24;;0
222;1428;;2014-09-16 08:34:24;;0
223;1530;;2014-09-16 08:34:24;;0
224;3515;;2014-09-16 08:34:24;;0
225;264;;2014-09-16 08:34:24;;0
226;168;;2014-09-16 08:34:24;;0
227;704;;2014-09-16 08:34:24;;0
228;686;;2014-09-16 08:34:24;;0
229;672;;2014-09-16 08:34:24;;0
230;662;;2014-09-16 08:34:24;;0
231;220;;2014-09-16 08:34:24;;0
232;214;;2014-09-16 08:34:24;;0
233;193;;2014-09-16 08:34:24;;0
234;1059;;2014-09-16 08:34:24;;0
235;1642;;2014-09-16 08:34:24;;0
236;822;;2014-09-16 08:34:24;;0
237;1079;;2014-09-16 08:34:24;;0
238;1737;;2014-09-16 08:34:24;;0
239;122;;2014-09-16 08:34:24;;0
240;864;;2014-09-16 08:34:24;;0
237;3025;;2014-09-16 08:34:24;;0
241;1980;;2014-09-16 08:34:24;;0
242;2363;;2014-09-16 08:34:24;;0
243;879;;2014-09-16 08:34:24;;0
244;2191;;2014-09-16 08:34:24;;0
245;2665;;2014-09-16 08:34:24;;0
246;3677;;2014-09-16 08:34:24;;0
247;3365;;2014-09-16 08:34:24;;0
248;404;;2014-09-16 08:34:24;;0
249;932;;2014-09-16 08:34:24;;0
250;1335;;2014-09-16 08:34:24;;0
251;705;;2014-09-16 08:34:24;;0
252;532;;2014-09-16 08:34:24;;0
253;551;;2014-09-16 08:34:24;;0
254;812;;2014-09-16 08:34:24;;0
255;1589;;2014-09-16 08:34:24;;0
256;1037;;2014-09-16 08:34:24;;0
257;1609;;2014-09-16 08:34:24;;0
258;1618;;2014-09-16 08:34:24;;0
259;665;;2014-09-16 08:34:24;;0
260;340;;2014-09-16 08:34:24;;0
261;350;;2014-09-16 08:34:24;;0
262;743;;2014-09-16 08:34:24;;0
263;744;;2014-09-16 08:34:24;;0
264;1540;;2014-09-16 08:34:24;;0
265;294;;2014-09-16 08:34:24;;0
266;1694;;2014-09-16 08:34:24;;0
267;445;;2014-09-16 08:34:24;;0
268;410;;2014-09-16 08:34:24;;0
269;1556;;2014-09-16 08:34:24;;0
270;55;;2014-09-16 08:34:24;;0
271;560;;2014-09-16 08:34:24;;0
272;2477;;2014-09-16 08:34:24;;0
273;2655;;2014-09-16 08:34:24;;0
274;2260;;2014-09-16 08:34:24;;0
275;2561;;2014-09-16 08:34:24;;0
276;1967;;2014-09-16 08:34:24;;0
277;4271;;2014-09-16 08:34:24;;0
278;4125;;2014-09-16 08:34:24;;0
279;3827;;2014-09-16 08:34:24;;0
280;3996;;2014-09-16 08:34:24;;0
281;3559;;2014-09-16 08:34:24;;0
282;3328;;2014-09-16 08:34:24;;0
283;3503;;2014-09-16 08:34:24;;0
284;1619;;2014-09-16 08:34:24;;0
285;485;;2014-09-16 08:34:24;;0
286;1635;;2014-09-16 08:34:24;;0
287;1477;;2014-09-16 08:34:24;;0
288;200;;2014-09-16 08:34:24;;0
289;351;;2014-09-16 08:34:24;;0
290;933;;2014-09-16 08:34:24;;0
291;241;;2014-09-16 08:34:24;;0
292;1597;;2014-09-16 08:34:24;;0
293;2001;;2014-09-16 08:34:24;;0
294;2259;;2014-09-16 08:34:24;;0
295;880;;2014-09-16 08:34:24;;0
296;2015;;2014-09-16 08:34:24;;0
297;2029;;2014-09-16 08:34:24;;0
298;2048;;2014-09-16 08:34:24;;0
299;1758;;2014-09-16 08:34:24;;0
300;2671;;2014-09-16 08:34:24;;0
301;2154;;2014-09-16 08:34:24;;0
302;1883;;2014-09-16 08:34:24;;0
303;2370;;2014-09-16 08:34:24;;0
304;3670;;2014-09-16 08:34:24;;0
305;841;;2014-09-16 08:34:24;;0
306;4124;;2014-09-16 08:34:24;;0
307;4153;;2014-09-16 08:34:24;;0
308;3928;;2014-09-16 08:34:24;;0
309;3805;;2014-09-16 08:34:24;;0
310;92;;2014-09-16 08:34:24;;0
311;813;;2014-09-16 08:34:24;;0
312;207;;2014-09-16 08:34:24;;0
313;1327;;2014-09-16 08:34:24;;0
314;1330;;2014-09-16 08:34:24;;0
315;1023;;2014-09-16 08:34:24;;0
316;486;;2014-09-16 08:34:24;;0
317;1729;;2014-09-16 08:34:24;;0
318;646;;2014-09-16 08:34:24;;0
319;265;;2014-09-16 08:34:24;;0
320;1343;;2014-09-16 08:34:24;;0
321;1950;;2014-09-16 08:34:24;;0
322;2952;;2014-09-16 08:34:24;;0
323;2510;;2014-09-16 08:34:24;;0
324;1931;;2014-09-16 08:34:24;;0
325;2486;;2014-09-16 08:34:24;;0
326;2002;;2014-09-16 08:34:24;;0
327;2364;;2014-09-16 08:34:24;;0
328;2987;;2014-09-16 08:34:24;;0
329;3555;;2014-09-16 08:34:24;;0
330;3366;;2014-09-16 08:34:24;;0
331;4046;;2014-09-16 08:34:24;;0
332;4192;;2014-09-16 08:34:24;;0
333;3887;;2014-09-16 08:34:24;;0
334;88;;2014-09-16 08:34:24;;0
335;619;;2014-09-16 08:34:24;;0
336;1379;;2014-09-16 08:34:24;;0
337;1630;;2014-09-16 08:34:24;;0
338;1061;;2014-09-16 08:34:24;;0
339;1648;;2014-09-16 08:34:24;;0
340;1252;;2014-09-16 08:34:24;;0
341;1253;;2014-09-16 08:34:24;;0
342;1557;;2014-09-16 08:34:24;;0
343;437;;2014-09-16 08:34:24;;0
344;670;;2014-09-16 08:34:24;;0
345;1406;;2014-09-16 08:34:24;;0
346;784;;2014-09-16 08:34:24;;0
347;1476;;2014-09-16 08:34:24;;0
348;1096;;2014-09-16 08:34:24;;0
349;396;;2014-09-16 08:34:24;;0
350;511;;2014-09-16 08:34:24;;0
351;1159;;2014-09-16 08:34:24;;0
352;1731;;2014-09-16 08:34:24;;0
353;2341;;2014-09-16 08:34:24;;0
354;2541;;2014-09-16 08:34:24;;0
355;3093;;2014-09-16 08:34:24;;0
356;3094;;2014-09-16 08:34:24;;0
357;1951;;2014-09-16 08:34:24;;0
358;3277;;2014-09-16 08:34:24;;0
359;3192;;2014-09-16 08:34:24;;0
360;3072;;2014-09-16 08:34:24;;0
361;2080;;2014-09-16 08:34:24;;0
362;2079;;2014-09-16 08:34:24;;0
363;2289;;2014-09-16 08:34:24;;0
364;1981;;2014-09-16 08:34:24;;0
365;2197;;2014-09-16 08:34:24;;0
350;1879;;2014-09-16 08:34:24;;0
366;2371;;2014-09-16 08:34:24;;0
367;2797;;2014-09-16 08:34:24;;0
368;3783;;2014-09-16 08:34:24;;0
369;4101;;2014-09-16 08:34:24;;0
370;3784;;2014-09-16 08:34:24;;0
371;4047;;2014-09-16 08:34:24;;0
372;4251;;2014-09-16 08:34:24;;0
373;3924;;2014-09-16 08:34:24;;0
374;1561;;2014-09-16 08:34:24;;0
375;588;;2014-09-16 08:34:24;;0
376;1640;;2014-09-16 08:34:24;;0
377;468;;2014-09-16 08:34:24;;0
378;467;;2014-09-16 08:34:24;;0
379;615;;2014-09-16 08:34:24;;0
380;552;;2014-09-16 08:34:24;;0
381;814;;2014-09-16 08:34:25;;0
382;1482;;2014-09-16 08:34:25;;0
383;1022;;2014-09-16 08:34:25;;0
384;1446;;2014-09-16 08:34:25;;0
385;651;;2014-09-16 08:34:25;;0
386;842;;2014-09-16 08:34:25;;0
387;2922;;2014-09-16 08:34:25;;0
388;2084;;2014-09-16 08:34:25;;0
389;3012;;2014-09-16 08:34:25;;0
390;2552;;2014-09-16 08:34:25;;0
391;2030;;2014-09-16 08:34:25;;0
392;3276;;2014-09-16 08:34:25;;0
379;2158;;2014-09-16 08:34:25;;0
393;3090;;2014-09-16 08:34:25;;0
394;3103;;2014-09-16 08:34:25;;0
395;2641;;2014-09-16 08:34:25;;0
396;1815;;2014-09-16 08:34:25;;0
397;1922;;2014-09-16 08:34:25;;0
398;4244;;2014-09-16 08:34:25;;0
399;4154;;2014-09-16 08:34:25;;0
400;227;;2014-09-16 08:34:25;;0
401;1508;;2014-09-16 08:34:25;;0
402;1064;;2014-09-16 08:34:25;;0
403;769;;2014-09-16 08:34:25;;0
404;604;;2014-09-16 08:34:25;;0
405;448;;2014-09-16 08:34:25;;0
406;1407;;2014-09-16 08:34:25;;0
407;1732;;2014-09-16 08:34:25;;0
408;1392;;2014-09-16 08:34:25;;0
409;458;;2014-09-16 08:34:25;;0
410;655;;2014-09-16 08:34:25;;0
411;443;;2014-09-16 08:34:25;;0
412;695;;2014-09-16 08:34:25;;0
413;1287;;2014-09-16 08:34:25;;0
414;2852;;2014-09-16 08:34:25;;0
415;2821;;2014-09-16 08:34:25;;0
416;2255;;2014-09-16 08:34:25;;0
417;3102;;2014-09-16 08:34:25;;0
418;2581;;2014-09-16 08:34:25;;0
419;3266;;2014-09-16 08:34:25;;0
420;3147;;2014-09-16 08:34:25;;0
421;2321;;2014-09-16 08:34:25;;0
422;2342;;2014-09-16 08:34:25;;0
423;2487;;2014-09-16 08:34:25;;0
424;2277;;2014-09-16 08:34:25;;0
425;2634;;2014-09-16 08:34:25;;0
426;2553;;2014-09-16 08:34:25;;0
427;4245;;2014-09-16 08:34:25;;0
428;4134;;2014-09-16 08:34:25;;0
429;3674;;2014-09-16 08:34:25;;0
430;726;;2014-09-16 08:34:25;;0
431;1562;;2014-09-16 08:34:25;;0
432;1213;;2014-09-16 08:34:25;;0
433;295;;2014-09-16 08:34:25;;0
434;1451;;2014-09-16 08:34:25;;0
435;967;;2014-09-16 08:34:25;;0
436;765;;2014-09-16 08:34:25;;0
437;1575;;2014-09-16 08:34:25;;0
430;724;;2014-09-16 08:34:25;;0
438;1393;;2014-09-16 08:34:25;;0
439;691;;2014-09-16 08:34:25;;0
440;1288;;2014-09-16 08:34:25;;0
430;725;;2014-09-16 08:34:25;;0
437;581;;2014-09-16 08:34:25;;0
441;331;;2014-09-16 08:34:25;;0
442;2320;;2014-09-16 08:34:25;;0
443;2923;;2014-09-16 08:34:25;;0
444;2703;;2014-09-16 08:34:25;;0
445;2606;;2014-09-16 08:34:25;;0
446;2372;;2014-09-16 08:34:25;;0
447;1983;;2014-09-16 08:34:25;;0
448;1966;;2014-09-16 08:34:25;;0
449;1982;;2014-09-16 08:34:25;;0
450;2311;;2014-09-16 08:34:25;;0
451;1968;;2014-09-16 08:34:25;;0
452;2856;;2014-09-16 08:34:25;;0
453;2176;;2014-09-16 08:34:25;;0
454;1826;;2014-09-16 08:34:25;;0
455;3929;;2014-09-16 08:34:25;;0
456;3986;;2014-09-16 08:34:25;;0
457;4155;;2014-09-16 08:34:25;;0
458;3895;;2014-09-16 08:34:25;;0
459;46;;2014-09-16 08:34:25;;0
460;403;;2014-09-16 08:34:25;;0
461;1312;;2014-09-16 08:34:25;;0
462;154;;2014-09-16 08:34:25;;0
463;504;;2014-09-16 08:34:25;;0
463;1483;;2014-09-16 08:34:25;;0
464;1283;;2014-09-16 08:34:25;;0
465;1285;;2014-09-16 08:34:25;;0
466;687;;2014-09-16 08:34:25;;0
467;332;;2014-09-16 08:34:25;;0
468;208;;2014-09-16 08:34:25;;0
469;397;;2014-09-16 08:34:25;;0
470;713;;2014-09-16 08:34:25;;0
471;112;;2014-09-16 08:34:25;;0
472;1668;;2014-09-16 08:34:25;;0
473;1344;;2014-09-16 08:34:25;;0
474;1506;;2014-09-16 08:34:25;;0
475;1019;;2014-09-16 08:34:25;;0
476;1229;;2014-09-16 08:34:25;;0
477;411;;2014-09-16 08:34:25;;0
478;1649;;2014-09-16 08:34:25;;0
479;2256;;2014-09-16 08:34:25;;0
480;3078;;2014-09-16 08:34:25;;0
481;2765;;2014-09-16 08:34:25;;0
482;2152;;2014-09-16 08:34:25;;0
483;2085;;2014-09-16 08:34:25;;0
484;2761;;2014-09-16 08:34:25;;0
463;4103;;2014-09-16 08:34:25;;0
485;2672;;2014-09-16 08:34:25;;0
486;2635;;2014-09-16 08:34:25;;0
487;2068;;2014-09-16 08:34:25;;0
488;3098;;2014-09-16 08:34:25;;0
489;2935;;2014-09-16 08:34:25;;0
490;1827;;2014-09-16 08:34:25;;0
491;2582;;2014-09-16 08:34:25;;0
492;2093;;2014-09-16 08:34:25;;0
493;2039;;2014-09-16 08:34:25;;0
494;1929;;2014-09-16 08:34:25;;0
495;2242;;2014-09-16 08:34:25;;0
496;4007;;2014-09-16 08:34:25;;0
497;3426;;2014-09-16 08:34:25;;0
497;4107;;2014-09-16 08:34:25;;0
498;3776;;2014-09-16 08:34:25;;0
497;3500;;2014-09-16 08:34:25;;0
499;1038;;2014-09-16 08:34:25;;0
500;47;;2014-09-16 08:34:25;;0
501;1606;;2014-09-16 08:34:25;;0
502;1553;;2014-09-16 08:34:25;;0
503;155;;2014-09-16 08:34:25;;0
504;1749;;2014-09-16 08:34:25;;0
505;582;;2014-09-16 08:34:25;;0
506;512;;2014-09-16 08:34:25;;0
507;1631;;2014-09-16 08:34:25;;0
508;994;;2014-09-16 08:34:25;;0
508;663;;2014-09-16 08:34:25;;0
509;1724;;2014-09-16 08:34:25;;0
510;968;;2014-09-16 08:34:25;;0
511;73;;2014-09-16 08:34:25;;0
512;656;;2014-09-16 08:34:25;;0
513;449;;2014-09-16 08:34:25;;0
514;1305;;2014-09-16 08:34:25;;0
515;2528;;2014-09-16 08:34:25;;0
516;3008;;2014-09-16 08:34:25;;0
513;2834;;2014-09-16 08:34:25;;0
517;2148;;2014-09-16 08:34:25;;0
518;2492;;2014-09-16 08:34:25;;0
519;2008;;2014-09-16 08:34:25;;0
520;2607;;2014-09-16 08:34:25;;0
521;2642;;2014-09-16 08:34:25;;0
522;4102;;2014-09-16 08:34:25;;0
523;2921;;2014-09-16 08:34:25;;0
524;2934;;2014-09-16 08:34:25;;0
525;2772;;2014-09-16 08:34:25;;0
526;3853;;2014-09-16 08:34:25;;0
527;4156;;2014-09-16 08:34:25;;0
528;3930;;2014-09-16 08:34:25;;0
529;3579;;2014-09-16 08:34:25;;0
530;3580;;2014-09-16 08:34:25;;0
531;3609;;2014-09-16 08:34:25;;0
532;4132;;2014-09-16 08:34:25;;0
526;3848;;2014-09-16 08:34:25;;0
533;3443;;2014-09-16 08:34:25;;0
534;4130;;2014-09-16 08:34:25;;0
535;3744;;2014-09-16 08:34:25;;0
536;236;;2014-09-16 08:34:25;;0
537;946;;2014-09-16 08:34:25;;0
538;1408;;2014-09-16 08:34:25;;0
539;14;;2014-09-16 08:34:25;;0
540;413;;2014-09-16 08:34:25;;0
541;692;;2014-09-16 08:34:25;;0
542;766;;2014-09-16 08:34:25;;0
543;910;;2014-09-16 08:34:25;;0
530;648;;2014-09-16 08:34:25;;0
544;459;;2014-09-16 08:34:25;;0
545;1193;;2014-09-16 08:34:25;;0
546;1233;;2014-09-16 08:34:25;;0
534;787;;2014-09-16 08:34:25;;0
547;1552;;2014-09-16 08:34:25;;0
537;696;;2014-09-16 08:34:25;;0
548;97;;2014-09-16 08:34:25;;0
549;1387;;2014-09-16 08:34:25;;0
550;539;;2014-09-16 08:34:25;;0
530;998;;2014-09-16 08:34:25;;0
551;2736;;2014-09-16 08:34:25;;0
552;2170;;2014-09-16 08:34:25;;0
534;3049;;2014-09-16 08:34:25;;0
554;1984;;2014-09-16 08:34:25;;0
555;2798;;2014-09-16 08:34:25;;0
556;2562;;2014-09-16 08:34:25;;0
557;2182;;2014-09-16 08:34:25;;0
558;2825;;2014-09-16 08:34:25;;0
559;3026;;2014-09-16 08:34:25;;0
560;2569;;2014-09-16 08:34:25;;0
